id,y_true,y_pred,absolute_error
1734300957.386124,68.0,113.11352854390736,45.113528543907364
1734300967.467203,86.0,155.22757789951248,69.22757789951248
1734300977.503546,206.0,162.37809618375738,43.62190381624262
1734301037.742545,253.0,122.05953122619384,130.94046877380617
1734301047.779122,110.0,163.0157804598917,53.01578045989169
1734301057.814263,135.0,103.56520878091511,31.434791219084886
1734301067.841982,61.0,114.23541271146016,53.23541271146016
1734301077.875826,265.0,165.79595853246482,99.20404146753518
1734301087.920563,95.0,146.27173897170897,51.27173897170897
1734301097.955714,93.0,87.12142621227443,5.878573787725571
1734301107.991388,124.0,176.64745114783543,52.647451147835426
1734301118.028958,276.0,157.87622023133642,118.12377976866358
1734301128.065248,109.0,162.6473989763018,53.64739897630179
1734301138.107074,114.0,88.07153288021792,25.928467119782084
1734301148.14665,215.0,245.15893112913434,30.158931129134345
1734301259.293766,53.0,82.17314606462564,29.17314606462564
1734301260.303007,283.0,184.78118571770753,98.21881428229247
1734301261.314345,114.0,88.07153288021792,25.928467119782084
1734301262.324965,270.0,236.71124237224717,33.28875762775283
1734301263.3386,275.0,218.13861770833944,56.86138229166056
1734301264.354843,78.0,120.66556231181981,42.66556231181981
1734301265.381461,48.0,192.59955487492223,144.59955487492223
1734301266.390798,67.0,129.8425947641542,62.8425947641542
1734301267.400923,129.0,158.71496032215657,29.71496032215657
1734301268.427079,179.0,165.3850697733167,13.614930226683299
1734301269.45358,70.0,174.72083518726188,104.72083518726188
1734301270.478622,182.0,147.74770463570545,34.252295364294554
1734301271.502504,272.0,192.32195136984916,79.67804863015084
1734301272.533051,201.0,91.37235292749102,109.62764707250898
1734301273.560624,171.0,177.17568486302878,6.175684863028778
1734301274.590096,146.0,140.1617444142707,5.838255585729314
1734301275.616307,65.0,126.01950348470086,61.01950348470086
1734301276.639723,292.0,195.91816334725578,96.08183665274422
1734301277.666513,192.0,216.21577209994737,24.215772099947372
1734301278.691459,71.0,110.77572615064626,39.775726150646264
1734301279.721972,75.0,68.07109214879472,6.928907851205281
1734301280.748039,89.0,76.80048893276452,12.199511067235477
1734301281.772888,88.0,144.85620155198015,56.85620155198015
1734301282.785199,144.0,122.9573406793088,21.0426593206912
1734301283.808311,111.0,171.80327594438552,60.80327594438552
1734301284.83294,272.0,239.46228792160946,32.53771207839054
1734301285.853558,201.0,91.37235292749102,109.62764707250898
1734301286.877959,346.0,268.4529317304527,77.54706826954731
1734301287.905762,88.0,95.06218626579106,7.0621862657910555
1734301288.925738,81.0,143.49771798721363,62.49771798721363
1734301289.94514,67.0,187.23613210599729,120.23613210599729
1734301290.96795,273.0,258.5873382278404,14.412661772159595
1734301291.986364,311.0,174.82795264879474,136.17204735120526
1734301293.011219,136.0,150.4996403640423,14.499640364042307
1734301294.030021,68.0,113.11352854390736,45.113528543907364
1734301295.058019,168.0,148.3794723143207,19.620527685679292
1734301296.079611,174.0,178.55362819497498,4.553628194974976
1734301297.107801,248.0,223.740482745929,24.259517254071
1734301298.137494,134.0,73.03217181464241,60.96782818535759
1734301299.157389,212.0,191.90710554179333,20.092894458206672
1734301300.171384,150.0,203.05628336974706,53.056283369747064
1734301301.19369,184.0,165.48778814485598,18.512211855144017
1734301302.225665,68.0,113.11352854390736,45.113528543907364
1734301303.254931,80.0,79.05271657222744,0.947283427772561
1734301304.272605,220.0,211.85920933166517,8.14079066833483
1734301305.298784,116.0,140.5718892229819,24.571889222981895
1734301306.324798,153.0,118.44344405446543,34.55655594553457
1734301307.349211,72.0,60.94350778652719,11.056492213472808
1734301308.373947,84.0,99.13913986893144,15.139139868931437
1734301309.395595,275.0,251.35787504309377,23.64212495690623
1734301310.416582,139.0,125.30004147454359,13.69995852545641
1734301311.443588,242.0,257.2339343907092,15.23393439070918
1734301312.463589,131.0,129.05329822369725,1.9467017763027457
1734301313.487096,225.0,223.08013577465823,1.9198642253417688
1734301314.510934,139.0,177.5025536482221,38.50255364822209
1734301315.531979,53.0,82.17314606462564,29.17314606462564
1734301316.558429,225.0,223.08013577465823,1.9198642253417688
1734301317.579088,303.0,263.2698054419086,39.7301945580914
1734301318.598421,277.0,254.06106202466918,22.938937975330816
1734301319.630122,104.0,38.09508863254196,65.90491136745804
1734301320.655282,109.0,162.6473989763018,53.64739897630179
1734301321.680337,185.0,164.6765966263598,20.32340337364019
1734301322.691621,121.0,169.2311988217084,48.231198821708404
1734301323.719911,116.0,45.00931180037145,70.99068819962855
1734301324.745484,153.0,118.44344405446543,34.55655594553457
1734301325.766803,292.0,195.91816334725578,96.08183665274422
1734301326.800587,173.0,200.44085356158348,27.44085356158348
1734301327.823274,220.0,211.85920933166517,8.14079066833483
1734301328.853874,101.0,97.07561936586629,3.924380634133712
1734301329.878634,84.0,174.7880372129362,90.78803721293619
1734301330.903702,122.0,169.70306360529418,47.703063605294176
1734301331.929449,91.0,180.67218665367162,89.67218665367162
1734301332.949361,143.0,66.57393755401368,76.42606244598632
1734301333.966795,48.0,192.59955487492223,144.59955487492223
1734301334.988145,220.0,166.5571261240656,53.442873875934396
1734301336.005099,258.0,291.2310232238409,33.23102322384091
1734301337.035168,43.0,61.91745607289509,18.917456072895092
1734301338.062124,137.0,197.4742725361748,60.474272536174794
1734301339.0891,122.0,191.53507677898565,69.53507677898565
1734301340.111289,264.0,244.30072899532888,19.699271004671118
1734301341.130227,60.0,133.8553499988637,73.85534999886369
1734301342.151082,91.0,180.67218665367162,89.67218665367162
1734301343.180941,174.0,172.6762701758009,1.3237298241990914
1734301344.19355,179.0,165.3850697733167,13.614930226683299
1734301345.221935,259.0,158.27435685146017,100.72564314853983
1734301346.248433,111.0,171.80327594438552,60.80327594438552
1734301347.288369,200.0,144.42650416308084,55.573495836919165
1734301348.32053,179.0,165.3850697733167,13.614930226683299
1734301349.339828,104.0,38.09508863254196,65.90491136745804
1734301350.3531,162.0,125.04342485444745,36.95657514555255
1734301351.372655,78.0,189.0605513791123,111.0605513791123
1734301352.394805,88.0,104.57638949869413,16.576389498694127
1734301353.406114,259.0,240.07103693707938,18.928963062920616
1734301354.426016,89.0,115.86775938785145,26.86775938785145
1734301355.445383,138.0,171.82608717603588,33.826087176035884
1734301356.466006,102.0,87.66299299506954,14.337007004930456
1734301357.491364,85.0,150.84067124684628,65.84067124684628
1734301358.512086,68.0,113.11352854390736,45.113528543907364
1734301359.53403,64.0,89.83346357830649,25.833463578306493
1734301360.562081,174.0,178.55362819497498,4.553628194974976
1734301361.603237,273.0,258.5873382278404,14.412661772159595
1734301362.637911,134.0,73.03217181464241,60.96782818535759
1734301363.651087,245.0,164.33852432326026,80.66147567673974
1734301364.686547,69.0,100.66339134964326,31.663391349643263
1734301365.707497,206.0,166.91487055437787,39.08512944562213
1734301366.735711,279.0,214.21202513189445,64.78797486810555
1734301367.764042,103.0,129.83194068571228,26.831940685712283
1734301368.792901,155.0,157.9351671894437,2.935167189443689
1734301369.817737,142.0,189.8713185194267,47.871318519426694
1734301370.841652,136.0,150.4996403640423,14.499640364042307
1734301371.869121,43.0,61.91745607289509,18.917456072895092
1734301372.883858,66.0,122.53549577691773,56.53549577691773
